,Episode,Duration,Slots,Score,Epsilon,min_loss,c&c,audio,video,be
1557,1557,1.1951999996999803,225,306.0,0.9250551260045103,77.10924530029297,138,39,9,600
1558,1558,0.926999999767304,126,188.0,0.9250088732482101,77.55426788330078,82,21,5,600
1559,1559,1.7297999995657847,381,280.0,0.9249626228045478,85.99249267578125,112,39,10,600
1560,1560,1.3049999996724182,519,232.0,0.9249163746734076,80.96672058105469,95,30,7,600
1561,1561,1.5605999996082573,450,110.0,0.9248701288546739,82.44052124023438,80,16,4,600
1562,1562,1.468799999631301,813,376.0,0.9248238853482311,78.71289825439453,198,46,12,600
1563,1563,1.5497999996109684,801,145.0,0.9247776441539637,83.60055541992188,43,17,6,600
1564,1564,1.1573999997094688,681,223.0,0.924731405271756,88.12995147705078,90,27,7,600
1565,1565,1.8719999995300896,681,115.4,0.9246851687014924,79.04957580566406,81,19,5,502
1566,1566,1.677599999578888,384,337.0,0.9246389344430573,76.51617431640625,168,39,10,600
1567,1567,1.3085999996715145,108,168.6,0.9245927024963352,81.08995056152344,138,36,9,528
1568,1568,0.9881999997519415,267,213.0,0.9245464728612104,73.56207275390625,118,30,8,600
1569,1569,1.070999999731157,168,245.4,0.9245002455375674,75.40576934814453,147,44,11,597
1570,1570,1.3175999996692553,813,195.0,0.9244540205252905,80.30174255371094,63,26,7,600
1571,1571,1.3625999996579594,279,295.0,0.9244077978242642,83.31781005859375,132,34,10,600
1572,1572,1.1753999997049505,228,239.0,0.924361577434373,76.00977325439453,76,36,9,600
1573,1573,1.3787999996538929,447,146.0,0.9243153593555012,88.02091217041016,84,26,7,600
1574,1574,1.855799999534156,219,333.0,0.9242691435875334,78.2337875366211,164,39,10,600
1575,1575,1.4057999996471153,342,148.0,0.9242229301303541,88.34727478027344,44,20,4,600
1576,1576,1.3175999996692553,120,247.0,0.9241767189838476,94.55229949951172,146,41,11,500
1577,1577,1.0187999997442603,171,192.0,0.9241305101478984,81.34532165527344,58,27,7,600
1578,1578,1.2383999996891362,225,103.0,0.924084303622391,85.40619659423828,32,8,4,600
1579,1579,1.105199999722572,279,211.0,0.9240380994072099,92.09828186035156,83,23,6,600
1580,1580,1.4597999996335602,669,202.0,0.9239918975022395,68.20238494873047,145,42,11,485
1581,1581,1.1645999997076615,273,179.0,0.9239456979073645,82.14016723632812,102,39,9,600
1582,1582,1.03859999973929,279,134.0,0.9238995006224691,87.21998596191406,56,19,4,600
1583,1583,1.1681999997067578,204,229.0,0.923853305647438,89.71096801757812,113,37,10,600
1584,1584,1.2761999996796476,414,175.4,0.9238071129821556,82.64164733886719,70,30,8,597
1585,1585,1.2959999996746774,441,97.0,0.9237609226265064,85.09124755859375,68,15,5,600
1586,1586,1.2743999996800994,207,252.0,0.9237147345803751,77.55729675292969,93,31,9,600
1587,1587,0.9863999997523933,135,224.0,0.9236685488436461,81.26493835449219,97,38,10,500
1588,1588,0.9035999997731778,348,148.0,0.9236223654162039,80.41287231445312,50,15,4,600
1589,1589,1.225799999692299,681,211.0,0.9235761842979331,79.53001403808594,79,26,6,600
1590,1590,1.3103999996710627,171,369.0,0.9235300054887182,79.92540740966797,192,46,11,600
1591,1591,1.3607999996584113,813,318.0,0.9234838289884438,72.84493255615234,154,36,8,600
1592,1592,1.3841999996525374,273,131.4,0.9234376547969945,83.94425964355469,113,31,8,597
1593,1593,1.025999999742453,516,233.0,0.9233914829142547,77.90673065185547,99,28,6,600
1594,1594,0.9107999997713705,279,372.0,0.9233453133401089,87.04633331298828,195,46,11,600
1595,1595,1.6163999995942504,360,258.0,0.923299146074442,77.65445709228516,141,29,8,600
1596,1596,1.9025999995224083,213,211.6,0.9232529811171383,77.93988037109375,128,31,8,573
1597,1597,1.5965999995992206,411,285.0,0.9232068184680824,84.08653259277344,158,46,11,600
1598,1598,1.3535999996602186,519,110.0,0.923160658127159,76.60539245605469,80,16,4,600
1599,1599,1.124999999717602,270,212.0,0.9231145000942527,93.53726196289062,81,26,7,600
1600,1600,1.5155999996195533,678,85.0,0.923068344369248,73.71354675292969,40,12,3,600
1601,1601,1.3103999996710627,384,335.0,0.9230221909520295,82.27742004394531,158,46,11,600
1602,1602,1.3481999996615741,312,252.0,0.9229760398424819,68.049072265625,123,40,10,600
1603,1603,1.4309999996407896,279,243.0,0.9229298910404897,83.0689697265625,114,23,8,600
1604,1604,1.4633999996326565,402,300.0,0.9228837445459377,83.3654556274414,134,38,10,600
1605,1605,1.2779999996791958,162,250.6,0.9228376003587104,93.36234283447266,143,40,9,598
1606,1606,1.402199999648019,210,242.0,0.9227914584786925,86.11192321777344,156,28,9,600
1607,1607,1.39139999965073,810,95.0,0.9227453189057686,67.13612365722656,29,4,3,600
1608,1608,1.0961999997248313,171,253.0,0.9226991816398233,81.57913970947266,94,32,9,600
1609,1609,1.268999999681455,270,134.0,0.9226530466807413,80.47671508789062,40,11,3,600
1610,1610,1.1753999997049505,282,232.0,0.9226069140284073,75.54896545410156,77,30,7,600
1611,1611,1.0691999997316088,228,211.0,0.9225607836827059,80.91545104980469,83,23,6,600
1612,1612,1.4723999996303974,219,383.0,0.9225146556435218,89.04084014892578,204,48,11,600
1613,1613,0.9449999997627856,279,202.0,0.9224685299107396,93.5018310546875,40,35,9,600
1614,1614,0.750599999811584,177,91.0,0.922422406484244,86.902099609375,20,9,2,600
1615,1615,0.9701999997564599,312,98.0,0.9223762853639198,65.69924926757812,5,11,3,600
1616,1616,1.2383999996891362,678,149.0,0.9223301665496516,81.2355728149414,50,15,4,600
1617,1617,1.30319999967287,273,271.0,0.9222840500413241,68.79359436035156,112,32,8,600
1618,1618,1.4885999996263308,384,151.2,0.922237935838822,78.15406036376953,96,37,10,546
1619,1619,1.1321999997157945,678,266.0,0.92219182394203,78.95935821533203,130,29,8,600
1620,1620,1.169999999706306,210,201.0,0.9221457143508329,78.5091552734375,122,32,9,600
1621,1621,1.2419999996882325,312,153.0,0.9220996070651154,67.59945678710938,7,23,4,600
1622,1622,1.202399999698173,201,360.0,0.9220535020847621,90.2861328125,186,43,11,600
1623,1623,1.0943999997252831,177,278.0,0.9220073994096579,92.64668273925781,104,45,10,600
1624,1624,1.0997999997239276,219,235.0,0.9219612990396875,69.95565795898438,130,37,10,500
1625,1625,1.6757999995793398,384,342.0,0.9219152009747356,82.47232055664062,168,43,11,600
1626,1626,1.4507999996358194,99,213.8,0.9218691052146868,68.85762023925781,156,42,9,494
1627,1627,1.7711999995553924,810,255.0,0.921823011759426,80.49626159667969,200,44,11,500
1628,1628,1.5659999996069018,105,112.0,0.9217769206088381,79.7393798828125,56,15,7,500
1629,1629,1.3751999996547966,309,290.0,0.9217308317628077,94.06747436523438,160,42,10,600
1630,1630,0.8675999997822146,225,275.0,0.9216847452212196,77.05503845214844,110,36,11,600
1631,1631,1.1213999997185056,105,323.0,0.9216386609839585,87.22533416748047,191,45,12,500
1632,1632,1.412999999645308,270,199.0,0.9215925790509093,85.17190551757812,45,29,7,600
1633,1633,1.1627999997081133,213,327.0,0.9215464994219568,73.50877380371094,153,44,11,600
1634,1634,1.3013999996733219,105,142.0,0.9215004220969857,85.95824432373047,59,23,6,500
1635,1635,1.5983999995987688,279,151.6,0.9214543470758808,70.45769500732422,167,43,11,408
1636,1636,1.3193999996688035,168,226.0,0.921408274358527,81.55329132080078,90,30,7,600
1637,1637,1.2401999996886843,177,247.0,0.921362203944809,81.79412841796875,85,35,9,600
1638,1638,1.4255999996421451,279,368.0,0.9213161358346118,76.83772277832031,214,47,12,600
1639,1639,1.1663999997072096,282,280.0,0.9212700700278201,71.69845581054688,160,40,10,600
1640,1640,1.2851999996773884,372,299.0,0.9212240065243188,82.29411315917969,132,39,9,600
1641,1641,1.1825999997031431,309,261.0,0.9211779453239926,81.9202880859375,138,43,11,600
1642,1642,1.522799999617746,678,264.0,0.9211318864267264,78.83905029296875,98,37,11,600
1643,1643,1.4777999996290418,108,169.0,0.9210858298324051,73.71309661865234,63,21,6,600
1644,1644,1.027799999742001,402,203.0,0.9210397755409134,75.54698181152344,150,35,9,600
1645,1645,1.225799999692299,168,156.0,0.9209937235521364,82.83265686035156,31,20,7,600
1646,1646,1.456199999634464,225,163.0,0.9209476738659588,72.82130432128906,92,26,7,600
1647,1647,1.2959999996746774,282,312.0,0.9209016264822655,59.901580810546875,149,35,8,600
1648,1648,1.4489999996362712,279,122.0,0.9208555814009414,74.08779907226562,48,20,5,600
1649,1649,1.7963999995490667,678,279.0,0.9208095386218713,85.98384094238281,130,40,10,600
1650,1650,0.9863999997523933,279,287.0,0.9207634981449402,76.66914367675781,165,42,10,600
1651,1651,2.118599999468188,414,247.0,0.920717459970033,72.45462036132812,116,25,6,600
1652,1652,1.191599999700884,288,228.0,0.9206714240970345,78.5140151977539,95,26,7,600
1653,1653,1.2941999996751292,288,217.0,0.9206253905258297,81.66722106933594,83,28,7,600
1654,1654,1.5641999996073537,681,223.0,0.9205793592563034,86.44284057617188,79,36,8,600
1655,1655,0.8675999997822146,204,287.0,0.9205333302883406,77.12176513671875,118,40,10,600
1656,1656,1.447199999636723,813,143.0,0.9204873036218262,75.787841796875,150,26,8,508
1657,1657,1.5749999996046427,675,342.0,0.9204412792566451,65.10416412353516,167,45,11,600
1658,1658,1.5371999996141312,342,151.0,0.9203952571926822,87.58244323730469,50,18,4,600
1659,1659,1.1213999997185056,279,103.0,0.9203492374298226,81.64568328857422,11,10,3,600
1660,1660,1.9493999995106606,225,169.8,0.9203032199679511,88.20585632324219,87,27,8,529
1661,1661,1.1681999997067578,678,113.0,0.9202572048069526,79.10060119628906,17,14,4,600
1662,1662,0.9017999997736297,312,285.0,0.9202111919467123,60.33047103881836,136,43,11,600
1663,1663,2.1473999994609585,675,265.0,0.920165181387115,75.45124816894531,126,31,9,600
1664,1664,1.4669999996317529,678,325.0,0.9201191731280457,79.82859802246094,157,39,9,600
1665,1665,1.5749999996046427,810,204.0,0.9200731671693892,72.47419738769531,152,36,8,500
1666,1666,2.0699999994803875,435,291.0,0.9200271635110308,63.72420120239258,154,29,8,600
1667,1667,1.2887999996764847,282,221.0,0.9199811621528552,86.70072937011719,149,42,10,525
1668,1668,1.3787999996538929,312,302.0,0.9199351630947475,83.39877319335938,133,41,9,600
1669,1669,0.9341999997654966,216,365.0,0.9198891663365928,83.79840087890625,190,44,11,600
1670,1670,1.6919999995752733,810,387.0,0.9198431718782759,83.13053894042969,208,48,11,600
1671,1671,1.2419999996882325,435,209.0,0.919797179719682,72.96173858642578,121,30,9,600
1672,1672,1.204199999697721,414,243.0,0.919751189860696,76.7056884765625,107,30,7,600
1673,1673,1.1825999997031431,312,231.0,0.919705202301203,73.7160873413086,111,41,10,600
1674,1674,1.3211999996683517,384,214.0,0.919659217041088,80.15201568603516,102,33,9,600
1675,1675,1.4759999996294937,810,234.0,0.919613234080236,76.31505584716797,103,24,8,600
1676,1676,1.456199999634464,336,266.0,0.919567253418532,81.45980834960938,132,44,11,500
1677,1677,1.137599999714439,120,186.0,0.919521275055861,75.59136199951172,118,31,7,500
1678,1678,1.5947999995996724,678,288.0,0.9194752989921082,64.6520767211914,122,37,10,600
1679,1679,0.7901999998016436,111,194.0,0.9194293252271586,84.5654525756836,85,24,6,600
1680,1680,1.4867999996267827,675,279.0,0.9193833537608972,91.88117218017578,132,38,9,600
1681,1681,1.711799999570303,813,297.0,0.9193373845932091,77.78571319580078,131,37,10,600
1682,1682,1.1015999997234758,171,238.0,0.9192914177239795,92.017822265625,114,36,10,600
1683,1683,1.290599999676033,288,180.0,0.9192454531530933,75.72261047363281,80,16,4,600
1684,1684,1.258199999684166,228,283.0,0.9191994908804356,75.98702239990234,120,35,9,600
1685,1685,1.7693999995558443,360,245.2,0.9191535309058916,73.8407211303711,160,32,9,576
1686,1686,1.898999999523312,171,293.6,0.9191075732293463,74.65150451660156,182,45,11,528
1687,1687,1.0673999997320607,312,328.0,0.9190616178506849,80.65899658203125,157,41,11,600
1688,1688,1.0691999997316088,225,233.0,0.9190156647697924,84.05976867675781,100,27,6,600
1689,1689,1.3481999996615741,207,240.0,0.9189697139865539,85.73110961914062,163,38,9,600
1690,1690,1.114199999720313,378,127.0,0.9189237655008546,83.057373046875,88,16,5,600
1691,1691,1.2941999996751292,168,337.0,0.9188778193125796,68.10906219482422,163,44,11,600
1692,1692,1.4075999996466635,282,281.0,0.918831875421614,82.04449462890625,115,38,9,600
1693,1693,0.9305999997664003,345,257.0,0.918785933827843,74.2237777709961,91,38,10,600
1694,1694,1.5425999996127757,381,204.0,0.9187399945311516,61.772151947021484,41,37,8,600
1695,1695,1.358999999658863,282,238.8,0.9186940575314251,77.3109359741211,95,37,8,594
1696,1696,1.281599999678292,282,243.0,0.9186481228285485,79.90544891357422,122,35,8,600
1697,1697,1.2131999996954619,381,230.0,0.9186021904224071,74.23561096191406,113,40,10,600
1698,1698,1.2617999996832623,201,177.0,0.918556260312886,90.7359390258789,47,26,6,600
1699,1699,0.9485999997618819,342,124.0,0.9185103324998704,74.84735107421875,37,24,5,600
1700,1700,1.2833999996778402,345,103.0,0.9184644069832454,74.4697265625,10,12,2,600
1701,1701,1.621799999592895,681,160.0,0.9184184837628963,84.78761291503906,123,30,7,600
1702,1702,0.9359999997650448,336,72.0,0.9183725628387082,81.23599243164062,42,17,3,500
1703,1703,1.0511999997361272,201,255.0,0.9183266442105662,84.51053619384766,92,36,9,600
1704,1704,1.5659999996069018,414,175.0,0.9182807278783557,73.07061767578125,72,18,5,600
1705,1705,1.8737999995296377,372,211.0,0.9182348138419618,83.3906021118164,140,31,8,510
1706,1706,1.511999999620457,390,190.0,0.9181889021012697,76.13052368164062,55,30,7,600
1707,1707,1.5389999996136794,108,300.0,0.9181429926561646,86.64496612548828,158,33,9,600
1708,1708,1.0565999997347717,162,272.0,0.9180970855065318,90.10454559326172,134,29,9,600
1709,1709,1.4741999996299455,813,271.0,0.9180511806522564,82.351806640625,133,30,8,600
1710,1710,1.5209999996181978,411,263.0,0.9180052780932239,71.04690551757812,164,40,10,500
1711,1711,1.3283999996665443,342,88.2,0.9179593778293192,70.97681427001953,79,18,5,586
1712,1712,1.0079999997469713,690,263.0,0.9179134798604278,76.13490295410156,137,46,11,600
1713,1713,1.4201999996435006,810,73.0,0.9178675841864348,74.9500732421875,38,9,5,500
1714,1714,1.9277999995160826,279,285.0,0.9178216908072254,64.16836547851562,180,44,11,500
1715,1715,1.3769999996543447,279,234.0,0.9177757997226851,73.93692016601562,149,27,8,540
1716,1716,1.4921999996254272,171,266.0,0.917729910932699,80.50565338134766,162,44,11,500
1717,1717,1.612799999595154,450,131.0,0.9176840244371524,82.90962982177734,40,9,2,600
1718,1718,0.9467999997623338,411,181.0,0.9176381402359305,87.9761734008789,88,35,10,500
1719,1719,1.03859999973929,414,129.0,0.9175922583289187,75.70647430419922,50,18,7,600
1720,1720,1.4885999996263308,384,297.0,0.9175463787160022,87.13043975830078,156,32,9,600
1721,1721,1.4435999996376268,669,112.0,0.9175005013970664,80.34579467773438,44,24,6,500
1722,1722,0.9791999997542007,411,144.0,0.9174546263719966,89.2413101196289,83,25,6,500
1723,1723,0.9413999997636893,207,272.0,0.917408753640678,79.2513427734375,111,33,9,600
1724,1724,1.0223999997433566,312,245.0,0.917362883202996,89.37173461914062,111,27,9,600
1725,1725,1.6325999995901839,675,133.0,0.9173170150588358,67.77239227294922,55,15,3,600
1726,1726,1.5263999996168423,801,231.0,0.9172711492080828,74.92817687988281,172,40,10,600
1727,1727,1.5875999996014798,228,176.0,0.9172252856506224,82.11417388916016,48,23,7,600
1728,1728,1.4219999996430488,411,278.0,0.9171794243863399,85.77139282226562,131,42,11,600
1729,1729,0.9701999997564599,312,277.0,0.9171335654151206,79.0218276977539,151,38,10,600
1730,1730,1.0637999997329644,228,148.0,0.9170877087368499,77.28373718261719,49,16,4,600
1731,1731,1.5083999996213606,672,281.8,0.917041854351413,80.65696716308594,194,48,11,599
1732,1732,1.457999999634012,342,232.0,0.9169960022586955,66.44854736328125,100,26,6,600
1733,1733,1.1195999997189574,282,154.0,0.9169501524585826,80.24114990234375,80,20,4,600
1734,1734,1.258199999684166,210,215.0,0.9169043049509596,82.28691101074219,123,34,8,500
1735,1735,1.1861999997022394,219,183.0,0.9168584597357121,69.35066986083984,93,28,7,500
1736,1736,2.2049999994464997,990,250.0,0.9168126168127253,86.28091430664062,158,47,11,520
1737,1737,1.513799999620005,411,295.0,0.9167667761818846,71.31094360351562,146,44,11,600
1738,1738,1.524599999617294,336,247.0,0.9167209378430755,74.53163146972656,148,40,10,500
1739,1739,1.4399999996385304,813,221.0,0.9166751017961834,75.11097717285156,133,30,9,600
1740,1740,1.8053999995468075,669,259.0,0.9166292680410936,76.08319091796875,201,47,11,500
1741,1741,1.3301999996660925,411,137.0,0.9165834365776915,79.36613464355469,98,23,6,500
1742,1742,1.0853999997275423,384,240.0,0.9165376074058627,88.78347778320312,98,35,8,600
1743,1743,1.4957999996245235,678,101.0,0.9164917805254924,77.73667907714844,121,27,9,500
1744,1744,1.5947999995996724,291,285.0,0.9164459559364662,81.69161224365234,123,34,9,600
1745,1745,1.225799999692299,144,268.0,0.9164001336386693,83.37841796875,169,39,10,600
1746,1746,1.5911999996005761,345,132.0,0.9163543136319874,63.86174011230469,80,18,4,600
1747,1747,1.4651999996322047,171,239.0,0.9163084959163058,87.52635955810547,140,39,10,500
1748,1748,2.062799999482195,681,337.0,0.91626268049151,72.93822479248047,199,48,12,600
1749,1749,1.2977999996742255,111,257.0,0.9162168673574855,65.5535888671875,117,33,7,600
1750,1750,1.0583999997343199,372,213.0,0.9161710565141177,89.81791687011719,111,25,8,600
1751,1751,0.9413999997636893,201,299.0,0.916125247961292,72.40494537353516,129,41,10,600
1752,1752,1.4543999996349157,813,252.0,0.916079441698894,77.469482421875,117,27,8,600
1753,1753,1.3211999996683517,171,331.0,0.916033637726809,88.37364959716797,173,47,11,600
1754,1754,1.2509999996859733,267,326.0,0.9159878360449227,81.935546875,199,46,11,600
1755,1755,1.004399999747875,111,260.0,0.9159420366531205,87.4876708984375,121,32,8,600
1756,1756,2.1257999994663805,675,121.0,0.9158962395512878,73.77590942382812,44,14,3,600
1757,1757,1.8467999995364153,681,247.0,0.9158504447393103,72.9228286743164,119,22,8,600
1758,1758,1.1321999997157945,810,85.0,0.9158046522170734,75.77854919433594,74,23,7,500
1759,1759,1.8791999995282822,678,238.0,0.9157588619844625,71.28924560546875,100,30,8,600
1760,1760,1.137599999714439,681,202.0,0.9157130740413634,71.80889892578125,90,26,6,600
1761,1761,1.4921999996254272,444,198.0,0.9156672883876613,71.79042053222656,108,25,7,600
1762,1762,1.4957999996245235,801,130.0,0.9156215050232419,82.23912048339844,72,16,4,600
1763,1763,1.1969999996995284,228,342.0,0.9155757239479908,85.27761840820312,166,46,11,600
1764,1764,1.490399999625879,810,265.0,0.9155299451617934,70.11700439453125,162,43,10,500
1765,1765,0.8675999997822146,228,173.0,0.9154841686645353,69.51243591308594,45,23,6,600
1766,1766,0.7775999998048064,207,90.0,0.9154383944561021,79.34642028808594,88,23,6,600
1767,1767,1.666799999581599,348,351.0,0.9153926225363793,58.568695068359375,178,42,11,600
1768,1768,1.83239999954003,813,249.0,0.9153468529052525,80.91453552246094,116,27,7,600
1769,1769,1.5299999996159386,678,84.0,0.9153010855626073,70.13459777832031,40,12,2,600
1770,1770,1.8035999995472594,612,217.8,0.9152553205083291,62.159706115722656,121,36,9,514
1771,1771,1.380599999653441,384,359.0,0.9152095577423037,65.22288513183594,184,44,11,600
1772,1772,0.9143999997704668,345,125.0,0.9151637972644167,79.50668334960938,5,17,5,600
1773,1773,1.6091999995960578,411,245.0,0.9151180390745535,85.18890380859375,112,26,7,600
1774,1774,1.1879999997017876,414,186.0,0.9150722831725997,77.3519515991211,60,20,7,600
1775,1775,1.931399999515179,810,112.0,0.9150265295584411,82.49432373046875,84,18,7,500
1776,1776,1.6739999995797916,381,308.0,0.9149807782319632,68.09483337402344,137,42,10,600
1777,1777,1.2491999996864251,684,237.6,0.9149350291930516,78.80291748046875,149,31,8,598
1778,1778,1.2131999996954619,384,299.8,0.914889282441592,67.41844177246094,174,44,12,599
1779,1779,1.7315999995653328,810,330.0,0.9148435379774699,73.0613021850586,159,42,10,600
1780,1780,1.0241999997429048,132,217.0,0.914797795800571,72.71717834472656,123,36,9,600
1781,1781,1.8143999995445483,801,130.0,0.9147520559107809,75.57525634765625,52,15,3,600
1782,1782,1.7495999995608145,225,161.8,0.9147063183079853,83.28334045410156,99,35,9,449
1783,1783,1.1789999997040468,279,252.8,0.91466058299207,95.46131134033203,120,27,7,599
1784,1784,1.533599999615035,675,212.0,0.9146148499629204,70.21065521240234,111,34,9,600
1785,1785,1.5515999996105165,279,155.8,0.9145691192204223,79.85514831542969,150,41,11,394
1786,1786,0.9647999997578154,171,318.0,0.9145233907644612,70.65678405761719,144,44,11,600
1787,1787,0.9989999997492305,384,317.0,0.914477664594923,82.40213012695312,180,48,11,600
1788,1788,0.8549999997853774,177,262.0,0.9144319407116932,87.95926666259766,117,36,9,600
1789,1789,1.258199999684166,312,289.0,0.9143862191146577,87.78478240966797,122,38,10,600
1790,1790,1.6289999995910875,810,267.0,0.9143404998037019,80.41082763671875,128,32,8,600
1791,1791,1.556999999609161,213,267.0,0.9142947827787117,72.31758117675781,101,37,11,600
1792,1792,1.6037999995974133,171,240.0,0.9142490680395727,71.72333526611328,103,30,7,600
1793,1793,1.027799999742001,279,152.0,0.9142033555861707,74.91935729980469,51,18,4,600
1794,1794,1.7837999995522296,414,359.0,0.9141576454183914,78.93952178955078,187,42,10,600
1795,1795,1.5875999996014798,381,290.0,0.9141119375361205,90.17118835449219,165,45,11,600
1796,1796,1.2239999996927509,201,209.0,0.9140662319392437,79.65998077392578,72,30,8,600
1797,1797,1.4075999996466635,288,186.8,0.9140205286276468,84.6065444946289,160,32,8,534
1798,1798,1.004399999747875,204,268.0,0.9139748276012154,68.55317687988281,151,38,10,600
1799,1799,1.445399999637175,813,267.0,0.9139291288598353,70.3841781616211,99,40,10,600
1800,1800,1.2725999996805513,288,177.0,0.9138834324033923,76.865478515625,49,23,7,600
1801,1801,0.9143999997704668,141,202.0,0.9138377382317722,76.78225708007812,116,44,11,500
1802,1802,1.0529999997356754,213,178.0,0.9137920463448606,95.59529876708984,110,31,7,600
1803,1803,1.270799999681003,225,201.0,0.9137463567425433,79.83975219726562,50,26,7,600
1804,1804,1.5065999996218125,225,270.0,0.9137006694247062,90.93514251708984,100,42,11,600
1805,1805,1.4741999996299455,384,205.0,0.9136549843912349,84.12306213378906,80,20,6,600
1806,1806,1.1897999997013358,207,90.0,0.9136093016420154,76.68592834472656,56,15,4,600
1807,1807,1.6919999995752733,681,264.0,0.9135636211769332,81.78788757324219,92,44,11,600
1808,1808,0.8963999997749852,273,183.0,0.9135179429958744,73.13702392578125,77,21,5,600
1809,1809,1.0853999997275423,204,246.0,0.9134722670987246,79.8857650756836,110,29,7,600
1810,1810,1.2761999996796476,414,217.0,0.9134265934853697,70.22596740722656,85,26,6,600
1811,1811,0.8585999997844738,219,201.0,0.9133809221556954,83.49243927001953,92,23,6,500
1812,1812,1.279799999678744,282,271.0,0.9133352531095876,87.70415496826172,110,34,8,600
1813,1813,1.65599999958431,402,70.0,0.9132895863469321,78.25279235839844,2,6,2,600
1814,1814,1.3301999996660925,411,221.0,0.9132439218676148,76.10721588134766,151,32,9,594
1815,1815,1.3067999996719664,411,336.0,0.9131982596715215,73.20182800292969,165,42,10,600
1816,1816,1.7477999995612663,294,296.0,0.9131525997585379,72.27297973632812,156,32,8,600
1817,1817,1.2941999996751292,132,183.0,0.91310694212855,77.80396270751953,80,18,5,600
1818,1818,1.2275999996918472,411,383.0,0.9130612867814436,71.0866928100586,207,45,11,600
1819,1819,1.225799999692299,312,219.0,0.9130156337171046,64.23226165771484,90,24,7,600
1820,1820,1.1123999997207648,210,129.0,0.9129699829354188,71.1547622680664,33,12,5,600
1821,1821,1.2275999996918472,228,239.0,0.912924334436272,76.87437438964844,105,27,7,600
1822,1822,1.4165999996444043,168,269.0,0.9128786882195502,84.76042938232422,140,41,11,600
1823,1823,1.1195999997189574,108,188.0,0.9128330442851392,76.87409973144531,81,22,5,600
1824,1824,1.513799999620005,345,246.0,0.912787402632925,72.34431457519531,157,30,9,600
1825,1825,1.645199999587021,498,248.0,0.9127417632627933,74.60628509521484,158,32,8,600
1826,1826,1.402199999648019,675,226.0,0.9126961261746301,87.55958557128906,91,29,8,600
1827,1827,1.6397999995883765,411,139.0,0.9126504913683214,79.5440673828125,80,24,6,500
1828,1828,0.9791999997542007,279,297.0,0.912604858843753,84.74983215332031,158,31,9,600
1829,1829,1.1843999997026913,342,281.0,0.9125592286008108,78.7525405883789,140,33,8,600
1830,1830,1.015199999745164,402,42.0,0.9125136006393808,79.23609924316406,0,2,0,600
1831,1831,1.3337999996651888,288,262.0,0.9124679749593488,78.36093139648438,94,40,10,600
1832,1832,1.3211999996683517,228,120.0,0.9124223515606009,58.432762145996094,58,26,7,600
1833,1833,1.1447999997126317,198,182.0,0.9123767304430229,88.74894714355469,53,24,7,600
1834,1834,1.6091999995960578,678,213.0,0.9123311116065008,78.34130859375,52,35,8,600
1835,1835,1.2293999996913954,210,163.0,0.9122854950509205,73.7789306640625,103,24,6,500
1836,1836,0.9899999997514897,345,392.0,0.9122398807761679,79.42201232910156,217,43,12,600
1837,1837,1.844999999536867,228,268.4,0.9121942687821291,58.52314376831055,160,35,8,577
1838,1838,1.3445999996624778,225,307.0,0.9121486590686899,81.5523681640625,139,38,10,600
1839,1839,1.6199999995933467,801,188.0,0.9121030516357365,61.53643798828125,80,23,5,600
1840,1840,1.4039999996475672,288,223.0,0.9120574464831547,85.10577392578125,91,26,7,600
1841,1841,1.7729999995549406,381,224.0,0.9120118436108305,93.87477111816406,91,27,7,600
1842,1842,1.47959999962859,684,266.6,0.91196624301865,73.30827331542969,168,44,11,593
1843,1843,1.7585999995585553,810,356.0,0.9119206447064991,81.9911880493164,183,42,11,600
1844,1844,1.2635999996828104,813,285.0,0.9118750486742638,81.4265365600586,146,31,8,600
1845,1845,1.0889999997266386,384,284.0,0.9118294549218301,74.71943664550781,121,34,10,600
1846,1846,1.105199999722572,384,303.0,0.911783863449084,64.97853088378906,130,44,11,600
1847,1847,1.6811999995779843,801,338.0,0.9117382742559116,85.49642181396484,188,40,10,600
1848,1848,1.279799999678744,387,187.0,0.9116926873421988,81.396240234375,60,22,5,600
1849,1849,1.2725999996805513,372,271.0,0.9116471027078317,65.72740173339844,131,32,8,600
1850,1850,1.3787999996538929,414,311.0,0.9116015203526963,95.08741760253906,144,38,10,600
1851,1851,1.5749999996046427,273,245.4,0.9115559402766786,76.96376037597656,200,40,10,577
1852,1852,1.511999999620457,402,205.0,0.9115103624796648,76.18881225585938,139,28,8,600
1853,1853,1.225799999692299,345,312.0,0.9114647869615408,86.50231170654297,232,48,12,600
1854,1854,1.0457999997374827,312,237.0,0.9114192137221927,76.22262573242188,81,28,8,600
1855,1855,1.1285999997166982,225,245.0,0.9113736427615066,79.62555694580078,123,35,8,600
1856,1856,2.0159999994939426,810,186.4,0.9113280740793684,69.69570922851562,160,32,8,532
1857,1857,1.1177999997194092,279,211.0,0.9112825076756644,76.89608001708984,81,25,6,600
1858,1858,1.0097999997465195,378,239.0,0.9112369435502806,82.24624633789062,86,27,8,600
1859,1859,0.9899999997514897,228,298.0,0.9111913817031031,70.00322723388672,175,42,11,600
1860,1860,0.8747999997804072,135,155.0,0.911145822134018,80.62992858886719,90,29,7,500
1861,1861,1.3013999996733219,681,324.0,0.9111002648429113,77.71455383300781,157,38,9,600
1862,1862,1.3895999996511819,810,290.0,0.9110547098296692,84.3396224975586,165,45,11,600
